# longitude  latitude
-121.908249     36.398941
-121.908943     36.399246
-121.909164     36.399307
-121.911552     36.400696
-121.912750     36.401108
-121.913414     36.401695
-121.914444     36.401810
-121.915192     36.402443
-121.915359     36.406586
-121.915916     36.407333
-121.916191     36.408310
-121.916527     36.408638
-121.916969     36.409866
-121.917526     36.410667
-121.917664     36.413803
-121.918304     36.414719
-121.918640     36.415024
-121.917915     36.415863
-121.918694     36.416672
-121.918747     36.417191
-121.918610     36.417641
-121.916275     36.419861
-121.915970     36.422501
-121.916084     36.425804
-121.917358     36.427193
-121.917664     36.428223
-121.918167     36.428917
-121.919388     36.429222
-121.920219     36.429916
-121.920303     36.431747
-121.920914     36.432220
-121.921608     36.433472
-121.921890     36.435669
-121.922585     36.436478
-121.922806     36.437393
-121.923500     36.438248
-121.923553     36.438950
-121.924751     36.439278
-121.925163     36.440140
-121.925247     36.442337
-121.926804     36.443939
-121.926888     36.444977
-121.927635     36.445831
-121.927803     36.446693
-121.928055     36.447113
-121.929527     36.447639
-121.930222     36.448387
-121.930359     36.453529
-121.929970     36.453918
-121.928802     36.454224
-121.926888     36.455780
-121.927055     36.456779
-121.927750     36.457642
-121.927719     36.459366
-121.927887     36.460220
-121.929443     36.461777
-121.929527     36.462692
-121.930084     36.463501
-121.930443     36.464859
-121.930969     36.465057
-121.933861     36.467888
-121.934608     36.468918
-121.935081     36.469254
-121.936111     36.469276
-121.936584     36.469612
-121.937080     36.471222
-121.937500     36.471527
-121.937691     36.473000
-121.938553     36.474388
-121.938362     36.475250
-121.939140     36.476440
-121.939552     36.480225
-121.940109     36.481613
-121.941582     36.483002
-121.941833     36.484894
-121.942581     36.485695
-121.942665     36.488167
-121.943581     36.489418
-121.944389     36.490051
-121.944969     36.490082
-121.946640     36.491585
-121.946640     36.492027
-121.946220     36.492828
-121.943832     36.494804
-121.942055     36.495193
-121.942055     36.495728
-121.941696     36.496223
-121.940613     36.496719
-121.940247     36.497086
-121.940193     36.497581
-121.939888     36.497971
-121.938721     36.498360
-121.940224     36.499138
-121.941307     36.499420
-121.941582     36.499832
-121.941643     36.500336
-121.941193     36.500748
-121.941025     36.503082
-121.941139     36.504860
-121.943275     36.507385
-121.943359     36.508720
-121.943748     36.509476
-121.944832     36.510612
-121.946053     36.510971
-121.946861     36.511719
-121.947441     36.511780
-121.948418     36.512466
-121.949081     36.512558
-121.949692     36.512833
-121.950027     36.513306
-121.950249     36.514221
-121.950859     36.514221
-121.953415     36.516724
-121.954613     36.516777
-121.955025     36.517227
-121.955193     36.519699
-121.956032     36.520500
-121.956192     36.524055
-121.955666     36.524857
-121.955055     36.525139
-121.952332     36.525116
-121.950806     36.524307
-121.947060     36.524139
-121.946220     36.523582
-121.945747     36.523445
-121.944885     36.522804
-121.943810     36.522583
-121.942970     36.521835
-121.942192     36.522552
-121.940498     36.522552
-121.939552     36.521866
-121.939110     36.522034
-121.938721     36.522476
-121.938553     36.524246
-121.937859     36.525024
-121.936607     36.525085
-121.935638     36.524445
-121.934639     36.524948
-121.933640     36.525162
-121.930359     36.524971
-121.928391     36.525192
-121.928307     36.525253
-121.927193     36.526443
-121.927719     36.527916
-121.927582     36.531250
-121.928581     36.532227
-121.928665     36.533081
-121.929390     36.534805
-121.929359     36.535828
-121.930832     36.537445
-121.932526     36.537529
-121.933388     36.537994
-121.934387     36.539444
-121.934608     36.544640
-121.934082     36.545441
-121.932915     36.546585
-121.931641     36.546967
-121.931221     36.547302
-121.930969     36.548447
-121.930916     36.552002
-121.931747     36.553192
-121.932442     36.554695
-121.932640     36.556084
-121.933914     36.558777
-121.934807     36.559525
-121.935860     36.560974
-121.937111     36.560974
-121.938721     36.560135
-121.940613     36.560112
-121.941719     36.560501
-121.942108     36.560913
-121.942497     36.561829
-121.942612     36.563782
-121.942802     36.564255
-121.946671     36.564278
-121.947525     36.565033
-121.948608     36.565224
-121.949303     36.565033
-121.949387     36.561028
-121.949692     36.560532
-121.950859     36.560135
-121.951691     36.559387
-121.952888     36.559219
-121.953529     36.559357
-121.954224     36.560059
-121.955971     36.560059
-121.959610     36.563751
-121.960693     36.564224
-121.962387     36.564255
-121.963776     36.565445
-121.965363     36.566025
-121.966057     36.566727
-121.967331     36.566696
-121.968246     36.567390
-121.970108     36.567696
-121.970970     36.568283
-121.972054     36.568497
-121.972527     36.568863
-121.972694     36.569885
-121.973358     36.570755
-121.973610     36.571671
-121.974915     36.573227
-121.975250     36.574142
-121.976303     36.575249
-121.976692     36.576218
-121.980331     36.580032
-121.980362     36.580475
-121.980057     36.581223
-121.978775     36.582306
-121.977776     36.582474
-121.977692     36.582474
-121.977081     36.582558
-121.975609     36.584061
-121.973526     36.584999
-121.971916     36.585114
-121.971275     36.584915
-121.970444     36.584221
-121.968750     36.584221
-121.968193     36.584557
-121.967804     36.584946
-121.967720     36.585808
-121.967026     36.587639
-121.966415     36.587921
-121.966164     36.588669
-121.966164     36.592331
-121.964859     36.593857
-121.963692     36.595970
-121.963692     36.597000
-121.964554     36.598778
-121.963860     36.600029
-121.963692     36.602310
-121.963081     36.602997
-121.962723     36.604248
-121.962135     36.604942
-121.961914     36.605972
-121.961220     36.606750
-121.961250     36.608192
-121.960083     36.609779
-121.958969     36.610695
-121.957809     36.611084
-121.957085     36.611633
-121.955666     36.611862
-121.955025     36.611801
-121.953552     36.611053
-121.952972     36.610863
-121.951195     36.610977
-121.950417     36.611588
-121.949303     36.611862
-121.947945     36.614944
-121.944664     36.618164
-121.944664     36.621948
-121.943810     36.623199
-121.942917     36.624969
-121.942833     36.625443
-121.943527     36.626801
-121.942886     36.627670
-121.942024     36.628281
-121.939720     36.629135
-121.939415     36.629471
-121.940193     36.631302
-121.940414     36.633835
-121.939804     36.634666
-121.939552     36.636444
-121.938416     36.637917
-121.937332     36.638336
-121.936165     36.638367
-121.935333     36.639000
-121.934776     36.638809
-121.934387     36.638367
-121.932526     36.638443
-121.928528     36.638245
-121.927719     36.637611
-121.926414     36.637589
-121.925110     36.636665
-121.924446     36.636612
-121.922691     36.635162
-121.921471     36.634689
-121.920860     36.633301
-121.920219     36.633255
-121.918831     36.631744
-121.918556     36.630890
-121.917969     36.630806
-121.917053     36.630005
-121.915749     36.629944
-121.915581     36.629944
-121.914665     36.629532
-121.913971     36.628777
-121.913055     36.626945
-121.913109     36.626419
-121.913361     36.626022
-121.913223     36.625504
-121.912888     36.625107
-121.910110     36.624863
-121.909195     36.624222
-121.908638     36.624023
-121.907722     36.623390
-121.903137     36.623474
-121.902527     36.623169
-121.901360     36.622025
-121.900887     36.620865
-121.897362     36.616943
-121.895554     36.613556
-121.895500     36.612808
-121.894470     36.611725
-121.894470     36.611191
-121.893303     36.610672
-121.892830     36.610336
-121.892609     36.609360
-121.892830     36.606949
-121.892776     36.606033
-121.892555     36.605583
-121.891724     36.604828
-121.890167     36.604004
-121.889526     36.603302
-121.888054     36.602554
-121.886414     36.602417
-121.883163     36.602501
-121.881805     36.603302
-121.877747     36.603363
-121.876999     36.604111
-121.874580     36.604195
-121.873581     36.604828
-121.872887     36.604973
-121.872025     36.605667
-121.870888     36.606003
-121.869804     36.607193
-121.868637     36.607529
-121.867943     36.608246
-121.866692     36.608582
-121.865944     36.609390
-121.864388     36.610107
-121.863220     36.611252
-121.862083     36.611633
-121.861221     36.612366
-121.859970     36.612411
-121.858917     36.613724
-121.858498     36.615082
-121.847946     36.625641
-121.847748     36.626610
-121.846748     36.627640
-121.846138     36.628944
-121.843971     36.631226
-121.843529     36.632416
-121.842804     36.633331
-121.842583     36.634216
-121.839554     36.637527
-121.839470     36.638031
-121.839027     36.638885
-121.837807     36.639862
-121.837219     36.640579
-121.836998     36.641609
-121.834694     36.643890
-121.834526     36.644806
-121.833527     36.646057
-121.831581     36.647919
-121.830276     36.650085
-121.830276     36.650665
-121.829750     36.651337
-121.829498     36.652306
-121.828110     36.653885
-121.827782     36.654861
-121.826691     36.655945
-121.826080     36.657417
-121.825470     36.658112
-121.824638     36.660110
-121.824333     36.661583
-121.823692     36.662445
-121.823387     36.663467
-121.822830     36.664246
-121.822777     36.665222
-121.822136     36.666504
-121.821915     36.667862
-121.821220     36.669281
-121.821053     36.670723
-121.819695     36.672249
-121.819443     36.673721
-121.818665     36.675034
-121.818581     36.675552
-121.818001     36.676308
-121.817833     36.677277
-121.817108     36.678055
-121.816971     36.679359
-121.816139     36.680756
-121.816109     36.682220
-121.815247     36.683578
-121.815247     36.684616
-121.814499     36.685944
-121.814445     36.689835
-121.812775     36.692505
-121.812859     36.693916
-121.812248     36.694611
-121.811943     36.696556
-121.811195     36.697334
-121.810997     36.697861
-121.811081     36.700195
-121.810997     36.701637
-121.810417     36.702438
-121.810333     36.707306
-121.809334     36.708496
-121.809502     36.711418
-121.808914     36.712143
-121.808746     36.712616
-121.809387     36.713470
-121.809471     36.713913
-121.808609     36.715057
-121.808830     36.716888
-121.808609     36.720169
-121.808693     36.722809
-121.808525     36.724106
-121.807861     36.724915
-121.807777     36.726273
-121.807777     36.726334
-121.808029     36.751801
-121.807083     36.752533
-121.805862     36.752579
-121.805222     36.752419
-121.804527     36.751831
-121.803581     36.752502
-121.803360     36.753525
-121.803497     36.753998
-121.805054     36.755615
-121.805443     36.757057
-121.805305     36.757553
-121.803802     36.759079
-121.802887     36.760918
-121.802834     36.765556
-121.802025     36.766861
-121.801918     36.768806
-121.801025     36.770172
-121.801247     36.771439
-121.800529     36.772331
-121.800247     36.774971
-121.799637     36.775833
-121.799500     36.778221
-121.798691     36.779305
-121.798668     36.780861
-121.797859     36.781693
-121.797775     36.783028
-121.797279     36.783806
-121.797165     36.786110
-121.796082     36.787811
-121.796196     36.788727
-121.795471     36.789856
-121.795502     36.791809
-121.794556     36.793335
-121.794525     36.794724
-121.793999     36.795502
-121.793747     36.796890
-121.793358     36.797806
-121.792915     36.798195
-121.792694     36.799667
-121.792137     36.800644
-121.792084     36.801773
-121.791138     36.804474
-121.790390     36.805832
-121.790192     36.806694
-121.790276     36.807449
-121.791496     36.807663
-121.791885     36.808723
-121.791885     36.808777
-121.792084     36.810669
-121.792557     36.811584
-121.792557     36.812500
-121.793526     36.814110
-121.793610     36.815666
-121.795471     36.817665
-121.796082     36.819061
-121.798332     36.821884
-121.798721     36.823273
-121.800163     36.825974
-121.800247     36.826416
-121.800858     36.827362
-121.801025     36.828720
-121.801414     36.829468
-121.802444     36.830643
-121.803497     36.832527
-121.805054     36.836555
-121.805191     36.837921
-121.806000     36.839828
-121.806778     36.840698
-121.806969     36.841667
-121.808083     36.843552
-121.808640     36.845001
-121.809334     36.845856
-121.810387     36.848053
-121.810303     36.849136
-121.809418     36.849915
-121.809303     36.850449
-121.809776     36.851364
-121.810303     36.851669
-121.811554     36.851669
-121.812469     36.852356
-121.813637     36.852554
-121.814804     36.853638
-121.815025     36.854668
-121.815750     36.855499
-121.816803     36.857498
-121.816971     36.858475
-121.817612     36.859283
-121.818443     36.860718
-121.818497     36.861633
-121.819275     36.862442
-121.820305     36.864914
-121.820862     36.865662
-121.821747     36.867386
-121.821915     36.868362
-121.822525     36.868256
-121.823082     36.868561
-121.823303     36.869583
-121.824196     36.870583
-121.825386     36.871780
-121.826080     36.873169
-121.827553     36.874832
-121.827751     36.875748
-121.828415     36.876556
-121.828445     36.877083
-121.828941     36.877884
-121.830109     36.878998
-121.830307     36.880943
-121.831497     36.881973
-121.831833     36.883415
-121.833138     36.884338
-121.833527     36.885727
-121.834221     36.886475
-121.834358     36.887444
-121.837471     36.890503
-121.837997     36.891945
-121.840027     36.893860
-121.840248     36.894775
-121.840858     36.895523
-121.841057     36.896439
-121.842415     36.897995
-121.842636     36.899078
-121.844193     36.900696
-121.844498     36.901550
-121.844971     36.901978
-121.845192     36.903000
-121.846581     36.904610
-121.847137     36.905998
-121.849052     36.908028
-121.849442     36.908943
-121.850471     36.910080
-121.851166     36.911469
-121.852470     36.912971
-121.852776     36.913940
-121.853470     36.914856
-121.854416     36.917328
-121.855469     36.918556
-121.856804     36.920639
-121.857025     36.921616
-121.858109     36.922745
-121.858665     36.924133
-121.860580     36.925995
-121.861053     36.926918
-121.861053     36.927948
-121.862053     36.928467
-121.863441     36.930725
-121.863556     36.931557
-121.864250     36.931580
-121.865028     36.932388
-121.865082     36.933304
-121.865471     36.933746
-121.867165     36.934471
-121.867554     36.935394
-121.868721     36.936028
-121.869110     36.936447
-121.869331     36.937416
-121.869942     36.938278
-121.875000     36.943138
-121.875443     36.944557
-121.876053     36.945251
-121.877747     36.945946
-121.879776     36.948029
-121.879860     36.948029
-121.880554     36.948891
-121.882248     36.949387
-121.882721     36.950806
-121.884415     36.952835
-121.886055     36.953415
-121.889969     36.957222
-121.891220     36.957642
-121.892914     36.959137
-121.893608     36.959167
-121.897751     36.963364
-121.898415     36.963196
-121.899445     36.964417
-121.899971     36.964722
-121.901886     36.964943
-121.902695     36.965721
-121.903748     36.965942
-121.903969     36.966415
-121.905136     36.966583
-121.906693     36.968140
-121.907860     36.968445
-121.908249     36.968918
-121.909470     36.969025
-121.909943     36.969727
-121.911057     36.970032
-121.911972     36.970673
-121.913109     36.970718
-121.914108     36.971359
-121.915054     36.971664
-121.916054     36.972366
-121.917221     36.972412
-121.919388     36.973419
-121.919693     36.973831
-121.920914     36.974167
-121.921333     36.974640
-121.922890     36.974998
-121.924332     36.975693
-121.926720     36.975945
-121.927666     36.976578
-121.929443     36.976776
-121.930275     36.977524
-121.938721     36.977417
-121.940414     36.977219
-121.942276     36.975693
-121.942970     36.975754
-121.944305     36.974274
-121.945389     36.973892
-121.946831     36.972580
-121.948082     36.972198
-121.948914     36.971611
-121.949471     36.971558
-121.950279     36.970833
-121.953140     36.970810
-121.953804     36.970695
-121.954636     36.969940
-121.955223     36.969833
-121.955666     36.969612
-121.957527     36.967751
-121.957970     36.966331
-121.965080     36.959221
-121.966278     36.958939
-121.966721     36.958557
-121.967804     36.958168
-121.969025     36.957085
-121.970108     36.956581
-121.972191     36.954422
-121.972557     36.954193
-121.975609     36.954163
-121.975777     36.954163
-121.977249     36.954109
-121.978165     36.954697
-121.979385     36.955055
-121.980247     36.955750
-121.981361     36.956055
-121.982498     36.957245
-121.983665     36.957672
-121.985359     36.959061
-121.989029     36.959137
-121.989525     36.959030
-121.990471     36.958305
-121.991776     36.958305
-121.992775     36.958939
-121.994583     36.959305
-121.995361     36.959999
-121.995888     36.959946
-121.996803     36.960587
-121.998497     36.960892
-122.000000     36.961472
-122.000053     36.961472
-122.001831     36.961670
-122.002640     36.962311
-122.002724     36.961334
-122.003029     36.960892
-122.003609     36.960663
-122.005028     36.960777
-122.006081     36.961533
-122.009140     36.961609
-122.010193     36.962357
-122.011887     36.962616
-122.013474     36.964218
-122.014610     36.963943
-122.015358     36.963226
-122.017830     36.963112
-122.018471     36.962448
-122.021248     36.962357
-122.022057     36.961555
-122.023331     36.961555
-122.024055     36.961166
-122.025139     36.960190
-122.025444     36.958191
-122.025192     36.957275
-122.024330     36.956085
-122.024414     36.953056
-122.025108     36.952469
-122.025497     36.951172
-122.026833     36.950027
-122.027275     36.949921
-122.028557     36.950058
-122.029442     36.950745
-122.036026     36.950867
-122.037025     36.951721
-122.040749     36.951637
-122.041832     36.951477
-122.042664     36.950775
-122.044029     36.950279
-122.045334     36.949196
-122.046776     36.949051
-122.047333     36.948692
-122.047607     36.948364
-122.049973     36.948387
-122.050552     36.948227
-122.051193     36.947418
-122.052330     36.947388
-122.054474     36.947617
-122.055527     36.948418
-122.057610     36.948441
-122.058945     36.949310
-122.062080     36.949005
-122.063080     36.948250
-122.064445     36.948227
-122.065193     36.947472
-122.065804     36.947357
-122.068306     36.947449
-122.069748     36.948364
-122.071945     36.948387
-122.073135     36.949196
-122.073303     36.949196
-122.075943     36.949165
-122.077553     36.950607
-122.077751     36.951057
-122.077721     36.952393
-122.078110     36.952499
-122.080109     36.952278
-122.081276     36.951614
-122.086693     36.951584
-122.088554     36.953217
-122.092804     36.953308
-122.093719     36.953949
-122.095192     36.954109
-122.095970     36.954803
-122.097137     36.954941
-122.098526     36.954773
-122.099052     36.954445
-122.099693     36.954330
-122.100029     36.954834
-122.103584     36.954803
-122.104248     36.955002
-122.105331     36.955643
-122.106110     36.955582
-122.106804     36.955856
-122.107803     36.956497
-122.109001     36.956444
-122.109497     36.956749
-122.110359     36.957504
-122.110580     36.958138
-122.111526     36.958893
-122.112747     36.959274
-122.115219     36.961723
-122.118942     36.961555
-122.121056     36.962555
-122.121750     36.963417
-122.121803     36.963890
-122.122498     36.964111
-122.123192     36.964920
-122.123665     36.965088
-122.124664     36.965111
-122.125275     36.964828
-122.125946     36.964081
-122.127609     36.964081
-122.128723     36.964447
-122.129776     36.965668
-122.130997     36.965889
-122.132057     36.966583
-122.132774     36.966583
-122.133057     36.967056
-122.133720     36.967110
-122.134636     36.966553
-122.136002     36.966499
-122.136414     36.966721
-122.136803     36.967140
-122.136665     36.969086
-122.136971     36.969940
-122.137581     36.970474
-122.137779     36.971725
-122.139221     36.973000
-122.140831     36.973801
-122.141220     36.974220
-122.141167     36.974274
-122.141441     36.974670
-122.142525     36.974915
-122.143723     36.975830
-122.144997     36.975998
-122.146278     36.976837
-122.148224     36.976608
-122.149109     36.975807
-122.153580     36.975830
-122.155418     36.977524
-122.156113     36.978561
-122.156029     36.980446
-122.156609     36.981644
-122.159554     36.984138
-122.160057     36.984085
-122.161636     36.985748
-122.163582     36.987366
-122.168442     36.987389
-122.170692     36.989578
-122.170807     36.991638
-122.171608     36.992386
-122.172249     36.992523
-122.173470     36.992477
-122.174278     36.993225
-122.175110     36.993332
-122.176918     36.994995
